# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-T" "12" "-Q" "10" "-s" "2" "-t" "exon" "-g" "gene_id" "-a" "/export/III-data/waters/ql9f/Plasmodium_genome/pber/PlasmoDB-53_PbergheiANKA.gff" "-o" "set6.count.tsv" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-16-1_S2.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-16-2_S6.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-16-3_S10.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-24-1_S4.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-24-2_S8.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-24-3_S12.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-8-2_S14.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-8-3_S16.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-8-5_S18.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-G-1_S2.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-G-2_S4.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-G-3_S6.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-16-1_S1.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-16-2_S5.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-16-3_S9.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-24-1_S3.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-24-2_S7.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-24-3_S11.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-8-2_S13.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-8-3_S15.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-8-5_S17.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-G-1_S1.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-G-2.sorted.bam" "/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-G-3_S5.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-16-1_S2.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-16-2_S6.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-16-3_S10.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-24-1_S4.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-24-2_S8.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-24-3_S12.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-8-2_S14.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-8-3_S16.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-8-5_S18.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-G-1_S2.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-G-2_S4.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/1614-G-3_S6.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-16-1_S1.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-16-2_S5.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-16-3_S9.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-24-1_S3.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-24-2_S7.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-24-3_S11.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-8-2_S13.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-8-3_S15.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-8-5_S17.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-G-1_S1.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-G-2.sorted.bam	/export/projects/III-data/waters/ql9f/working_dir/6_project_23072018_09102018_13112018_RNA/507-G-3_S5.sorted.bam
PBANKA_1010900	PbANKA_10_v3	497612	503464	-	5853	393	627	1124	1039	1642	589	655	501	621	436	345	301	1221	1498	967	1114	1074	980	589	874	518	478	528	533
PBANKA_1225200	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	954743;955178;955407;955522;955664;955813	955093;955268;955448;955580;955703;955907	+;+;+;+;+;+	678	14	39	15	38	43	13	66	59	76	81	98	44	20	14	6	28	34	12	23	14	11	18	30	17
PBANKA_1022200	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	897530;897835;898135;898485	897681;897928;898369;898528	+;+;+;+	525	93	580	342	349	416	324	695	517	681	171	165	119	186	286	369	195	157	260	660	878	633	98	256	199
PBANKA_0304900	PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3	158235;160553;160831;161917	160423;160687;161763;161950	-;-;-;-	3291	1126	1995	1302	2000	1511	1697	4332	3828	4911	4271	4124	2850	811	763	1284	956	1107	1218	1849	4145	1762	2171	5308	1161
PBANKA_1421261	PbANKA_14_v3	849126	849207	-	82	1	14	4	5	4	1	5	5	2	0	0	0	4	1	8	10	14	6	3	4	6	1	1	1
PBANKA_1466000	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	2515857;2515980;2516907	2515871;2516819;2516993	+;+;+	942	25	26	13	24	32	19	39	115	49	42	41	24	19	6	18	16	14	12	51	77	53	41	67	44
PBANKA_1103300	PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3	142035;142373;142926;143292;143961;144152;144455;144729	142250;142771;143105;143878;144056;144284;144598;145382	-;-;-;-;-;-;-;-	2409	389	290	1605	2112	1661	595	1481	370	1654	262	216	146	2726	4655	5562	3311	4338	3812	2717	2941	1554	244	274	202
PBANKA_0703300	PbANKA_07_v3	164531	165172	-	642	10872	19760	15847	4200	15703	14490	14040	17490	12223	9004	6148	6789	3002	3695	6074	1708	1930	2831	12485	16177	12578	7275	10060	11077
PBANKA_1435600	PbANKA_14_v3	1344577	1345989	+	1413	235	350	691	771	891	447	485	271	400	194	169	148	591	737	450	657	775	516	331	640	291	142	305	157
PBANKA_1410900	PbANKA_14_v3	454004	457234	+	3231	27	36	44	89	36	23	79	57	147	149	204	88	35	79	40	36	32	17	20	42	14	66	73	19
PBANKA_MIT00300	PbANKA_MIT_v3	69	124	+	56	2	0	4	0	2	4	7	1	3	4	4	1	3	2	5	0	0	5	5	6	6	19	10	4
PBANKA_1448700	PbANKA_14_v3	1878841	1888284	+	9444	847	760	1559	2060	1465	749	1175	533	2935	1880	1827	1220	1481	2711	1710	2726	2534	1726	1351	2017	1116	1993	1811	2197
PBANKA_1300031	PbANKA_13_v3;PbANKA_13_v3	9608;10441	10276;10509	-;-	738	3	9	2	8	14	15	17	29	5	9	7	3	9	6	18	17	5	11	14	19	13	8	12	1
PBANKA_1219100	PbANKA_12_v3;PbANKA_12_v3	734873;735753	735583;735785	-;-	744	12152	18352	28650	10933	17000	23145	33088	30464	28812	13332	10326	8002	8895	14453	34265	6990	9183	11809	31866	44948	22237	8464	14363	11671
PBANKA_0926500	PbANKA_09_v3	981583	986517	+	4935	1923	1788	3899	2810	3184	1426	2040	1381	3886	3273	3367	2450	2198	5147	4025	3109	2815	2363	3510	4705	2966	4684	4779	6476
PBANKA_0830200	PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3	1145085;1146308;1146803;1146954;1147109;1147702;1148114;1148804;1149015;1149927	1146219;1146709;1146865;1147022;1147615;1148022;1148701;1148914;1149812;1149997	+;+;+;+;+;+;+;+;+;+	4065	1801	2314	1968	2100	1413	1544	3012	3599	6517	3579	4505	2726	899	1628	1893	925	1065	1051	2567	3064	1729	2887	2905	2563
PBANKA_1218100	PbANKA_12_v3	692456	702070	+	9615	1449	1141	8348	10895	8599	3285	5889	769	7166	344	330	199	17465	36186	38990	33968	47499	32302	17310	13623	10986	163	280	110
PBANKA_0703700	PbANKA_07_v3	175716	178931	+	3216	867	881	1650	1511	1419	1035	1010	968	1927	1150	1106	799	1341	2755	1568	2134	2037	1341	1322	1908	1347	1585	1320	1900
PBANKA_1422400	PbANKA_14_v3	877570	880203	-	2634	532	682	1242	1125	977	768	1568	889	2357	1438	1404	858	904	1302	1387	1086	1184	980	1260	1742	876	1265	1330	996
PBANKA_1033400	PbANKA_10_v3	1349301	1352585	-	3285	1369	753	1639	1869	1549	996	1055	881	2371	1919	1882	1142	2120	2605	1342	2263	2275	1413	1087	1485	954	2008	1986	1526
PBANKA_0501700	PbANKA_05_v3;PbANKA_05_v3;PbANKA_05_v3;PbANKA_05_v3;PbANKA_05_v3;PbANKA_05_v3;PbANKA_05_v3;PbANKA_05_v3	65922;66129;66410;66594;66851;67032;67260;67559	66026;66209;66473;66737;66942;67108;67371;67621	-;-;-;-;-;-;-;-	738	2217	2421	3957	3437	2579	3899	5570	4695	3762	3318	2585	2285	3352	3645	3657	1643	3090	2291	5528	6799	4705	3354	4841	4346
PBANKA_1012800	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	590112;590367;590739;590964;591454;591720;592002	590180;590625;590841;591159;591588;591790;592038	-;-;-;-;-;-;-	870	471	1457	1253	1783	1962	1315	2028	1119	1685	1091	1005	763	1632	1489	1402	1826	1791	1744	1381	1784	1276	675	1081	675
PBANKA_1145761	PbANKA_11_v3	1712161	1712231	+	71	10	27	20	23	38	26	19	18	14	5	4	5	25	18	4	27	19	12	21	16	20	8	10	6
PBANKA_1012000	PbANKA_10_v3;PbANKA_10_v3	557718;558563	558446;558628	+;+	795	147	313	318	286	456	274	285	310	327	143	107	111	237	314	282	274	236	274	264	347	307	205	250	218
PBANKA_0911650	PbANKA_09_v3	432075	432274	+	200	405	1037	563	530	459	959	1376	1180	582	198	139	160	624	474	634	494	657	909	556	1094	643	208	808	164
PBANKA_1306600	PbANKA_13_v3;PbANKA_13_v3	322605;322987	322660;329041	+;+	6111	257	175	335	227	202	191	278	152	749	528	622	281	166	376	404	194	191	161	380	467	297	627	548	596
PBANKA_1006900	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	334726;334976;335269	334800;335059;337800	-;-;-	2691	225	199	368	379	323	181	487	505	904	401	440	302	156	237	205	263	199	118	307	486	213	465	405	512
PBANKA_1455200	PbANKA_14_v3	2142109	2144688	-	2580	717	921	1586	2435	3007	1300	808	700	902	831	728	538	3566	3626	1449	4685	4711	2752	820	1189	869	594	939	461
PBANKA_MIT00700	PbANKA_MIT_v3	387	503	-	117	16	39	25	18	30	34	89	70	51	57	33	37	49	35	39	26	22	47	94	59	124	52	150	46
PBANKA_0921200	PbANKA_09_v3;PbANKA_09_v3	776152;776459	776288;776534	-;-	213	1693	4150	8360	8773	20612	5536	9323	1572	3073	331	250	422	31937	30192	30954	31705	57050	54249	26195	19472	28825	494	810	626
PBANKA_0600091	PbANKA_06_v3;PbANKA_06_v3	50516;50838	50719;50918	-;-	285	3	5	6	8	7	10	11	6	8	4	0	0	15	15	30	32	26	19	9	20	5	6	9	6
PBANKA_1400800	PbANKA_14_v3	86185	86838	-	654	109	107	317	2044	1188	169	375	352	465	115	67	60	1456	1098	559	2147	1664	601	216	334	208	49	82	40
PBANKA_1306000	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	292068;292350;292502;292677;292901	292132;292410;292578;292783;292920	-;-;-;-;-	330	2108	6212	4323	2103	2061	8954	9781	11184	8173	3851	3684	3529	1830	2153	4848	749	1716	2411	8054	9279	9388	2857	4964	2710
PBANKA_0938200	PbANKA_09_v3;PbANKA_09_v3	1372408;1372916	1372682;1373099	-;-	459	424	1219	414	541	724	572	210	716	233	314	193	291	345	548	157	555	438	279	179	247	254	254	385	578
PBANKA_1346800	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	1825868;1826018;1826435;1826691;1827052	1825918;1826279;1826550;1826932;1827226	-;-;-;-;-	846	1127	2186	3634	4093	3483	3559	4347	2722	3655	1108	916	625	2794	3820	4184	3520	5229	5041	2381	3956	2235	829	1476	942
PBANKA_1214400	PbANKA_12_v3	547794	549299	+	1506	2758	2725	939	576	1199	2128	775	3467	1997	2987	2575	2361	487	962	750	533	547	534	1144	1327	1048	5254	5384	7253
PBANKA_1346200	PbANKA_13_v3;PbANKA_13_v3	1811864;1812263	1812014;1812666	+;+	555	2219	5372	4846	5334	7907	6852	6212	4337	3494	3153	2212	1907	5214	3790	3473	5863	5218	3833	4327	4891	4607	2008	3107	2477
PBANKA_1109600	PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3	375478;375849;377064;377441;377752;378167;378465	375589;376907;377290;377666;377949;378297;378530	+;+;+;+;+;+;+	2019	1462	1482	4093	2655	2845	2015	2971	2408	3274	2452	2649	2078	3641	4954	3953	2549	3122	3246	3611	5236	2801	3064	3643	2456
PBANKA_1123900	PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3	890151;890523;891353;891596	890271;891265;891478;891775	+;+;+;+	1170	577	1217	553	418	645	858	1636	1963	1429	1281	1005	937	186	141	333	236	252	173	963	1151	1054	783	1177	1069
PBANKA_1006300	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	312525;313039;313656;314240;314535;314884;315484;315759	312895;313435;314083;314430;314743;315323;315579;316059	-;-;-;-;-;-;-;-	2433	850	462	2984	2706	2610	1044	1836	891	1170	483	365	379	3782	4732	6543	1904	2217	2321	3897	5671	3268	1165	1636	1020
PBANKA_1242800	PbANKA_12_v3;PbANKA_12_v3	1618656;1620289	1620116;1620411	-;-	1584	686	1342	1589	1658	1520	1486	2179	1426	2540	1710	1456	1024	1184	1511	1262	1741	1897	1394	1390	1656	1708	989	1466	981
PBANKA_0925800	PbANKA_09_v3	954265	959397	-	5133	217	241	244	137	109	292	283	280	786	579	726	334	82	177	265	97	122	126	365	464	287	680	601	590
PBANKA_1420000	PbANKA_14_v3;PbANKA_14_v3	797028;797436	797130;798406	+;+	1074	154	410	243	246	297	186	654	401	512	367	299	243	204	148	149	342	298	164	361	469	369	226	392	301
PBANKA_0606000	PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3	300127;300312;300776	300189;300612;300954	+;+;+	543	485	1025	477	482	628	958	1027	1075	1107	593	472	417	289	195	323	334	340	264	438	573	435	291	530	424
PBANKA_0212700	PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3	469835;474623;475021;475504;475703	474485;474803;475368;475585;475726	+;+;+;+;+	5286	2396	1710	4080	4210	2940	2565	2685	1620	5611	4516	3859	2843	4585	7946	4458	6110	6776	4374	3333	4648	2722	6276	6050	5952
PBANKA_1024351	PbANKA_10_v3	977145	977263	-	119	158	326	165	93	274	181	133	145	67	29	18	35	104	77	55	100	75	53	87	100	103	22	43	46
PBANKA_0216021	PbANKA_02_v3	591354	592130	-	777	2	0	1	0	2	3	4	9	3	1	3	1	0	0	4	0	0	2	4	4	2	2	3	6
PBANKA_1351700	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	1969601;1969794;1970055;1970217;1970427;1970630;1970809;1970969;1971171;1971445;1971658;1971843;1972014;1972215;1972459;1972603;1972741;1972927;1973058;1973265	1969642;1969946;1970112;1970288;1970497;1970704;1970860;1971042;1971287;1971518;1971750;1971918;1972112;1972355;1972524;1972650;1972834;1972977;1973125;1973333	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1593	820	2403	2587	1987	3139	1776	4299	3258	3316	1266	1173	893	2452	2840	5175	3900	3312	3293	7125	7713	5723	1350	2239	2210
PBANKA_0209800	PbANKA_02_v3	346406	348634	+	2229	174	180	272	143	274	196	153	107	216	147	152	91	306	623	634	743	1170	974	259	259	143	122	115	145
PBANKA_0621500	PbANKA_06_v3	855765	860684	+	4920	207	380	566	574	686	415	293	313	295	223	177	138	535	900	501	1271	1156	773	271	465	240	193	227	229
PBANKA_1336300	PbANKA_13_v3;PbANKA_13_v3	1435868;1436841	1436664;1437867	-;-	1824	313	507	1129	1080	1090	465	690	395	672	307	289	207	830	1345	648	857	781	666	474	767	373	205	241	277
PBANKA_0800041	PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3;PbANKA_08_v3	7108;7469;7773;8006;8194;8621	7223;7569;7841;8115;8425;8724	+;+;+;+;+;+	732	3	1	3	5	7	5	5	4	14	2	0	1	7	5	21	2	5	0	3	15	7	0	2	1
PBANKA_1229200	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	1136286;1136853;1137330	1136719;1136958;1137332	-;-;-	543	2101	3471	3547	3591	3411	3843	4803	4067	4842	3704	3516	2321	2917	3449	2542	3318	4253	3062	2392	3722	2172	1729	3004	1536
PBANKA_1427600	PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3	1060277;1063441;1063914;1064086	1063089;1063704;1063999;1064153	+;+;+;+	3231	155	260	409	255	384	199	224	282	284	217	242	159	311	413	221	323	248	156	257	364	250	254	266	264
PBANKA_1011600	PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3;PbANKA_10_v3	545257;545482;546580;546815	545361;546459;546661;547014	-;-;-;-	1365	4417	5364	7513	7750	9940	6313	9850	7201	7897	3318	2794	2714	11711	11214	15242	10731	11722	9685	14748	17253	12193	3487	4440	4352
PBANKA_0516900	PbANKA_05_v3	621343	625554	-	4212	2443	2030	3803	3184	2441	3518	3560	4595	6058	6013	6221	3795	3077	5465	6275	4441	7572	6101	3202	4657	2308	3959	4058	3122
PBANKA_0902400	PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3	92559;93001;93243;93398;93582;93725;93937;94150;94496	92811;93155;93300;93501;93629;93840;94005;94351;95806	+;+;+;+;+;+;+;+;+	2316	148	265	421	67	122	365	300	498	455	438	560	342	83	152	425	35	59	119	385	548	405	498	586	370
PBANKA_0406300	PbANKA_04_v3	231953	233386	+	1434	131	278	303	116	154	190	402	369	538	364	519	343	103	141	339	79	158	271	264	431	221	353	374	198
PBANKA_1420600	PbANKA_14_v3	824499	824870	-	372	4288	8539	7232	10556	13662	7746	11813	8869	8331	3697	2923	2735	10527	10201	10770	12305	12639	9629	9780	11691	9462	1828	3481	2330
PBANKA_0515500	PbANKA_05_v3;PbANKA_05_v3;PbANKA_05_v3;PbANKA_05_v3	581042;581435;581649;581845	581213;581545;581698;581859	+;+;+;+	348	1124	2232	2111	3680	3945	2851	3065	2000	1800	708	535	557	3568	2992	2046	3326	3911	2885	1692	2070	2068	347	618	417
PBANKA_1216300	PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3;PbANKA_12_v3	613553;613903;615525;615767;615984;616277;616450;616636;616835;617100;617334;617482;617621;617763	613562;615368;615566;615856;616069;616358;616514;616698;616986;617134;617362;617536;617678;617878	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2349	1979	1562	2613	2123	1660	2385	1411	1205	2381	2495	2426	1617	3184	5490	4771	2115	3682	2942	2498	2950	2272	3395	3262	3482
PBANKA_0800700	PbANKA_08_v3	36744	41738	+	4995	62	92	178	170	106	85	134	110	337	312	280	140	92	194	122	72	71	70	74	167	86	346	324	313
PBANKA_0601300	PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3	131309;131569;131768;131960;132209;132481;132637;132794	131407;131638;131871;132054;132314;132557;132691;132868	-;-;-;-;-;-;-;-	681	976	1589	2649	4411	3697	2243	3411	2185	2286	1158	834	643	4739	3675	3493	5928	5936	3582	3732	4286	3430	1218	1674	1685
PBANKA_0609900	PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3;PbANKA_06_v3	448184;448463;448731;449127	448289;448564;448997;449389	+;+;+;+	738	4507	8966	7823	7624	8248	9798	10744	9302	9299	5059	4505	3875	7377	7348	4973	6727	9063	6326	6388	7416	7691	3267	5431	3211
PBANKA_0317061	PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3	635300;635536;635839;636158;636650	635395;635754;635948;636480;636780	-;-;-;-;-	879	87	224	117	483	256	235	356	237	294	335	302	267	395	275	99	452	360	195	107	142	93	101	244	68
PBANKA_1015500	PbANKA_10_v3	677715	680060	+	2346	690	981	1541	1140	1612	1150	498	558	677	579	500	346	1320	1751	945	1699	1588	1163	604	775	585	516	668	588
PBANKA_0502400	PbANKA_05_v3	86641	87399	+	759	65	236	281	67	67	227	300	414	330	206	219	185	44	75	215	34	59	73	221	365	293	193	253	162
PBANKA_0936000	PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3;PbANKA_09_v3	1305764;1305918;1306167;1306364	1305781;1306006;1306263;1308103	-;-;-;-	1944	3452	3433	7375	6143	7335	3869	6327	4158	6935	2814	2308	2461	5688	7055	6887	3814	3807	4067	6613	7948	5835	3044	3571	3665
PBANKA_0105200	PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3;PbANKA_01_v3	211904;212123;212505;212912;213190	211990;212326;212762;213048;214468	-;-;-;-;-	1965	132	194	573	737	625	240	1033	335	1159	401	475	213	712	1104	1767	741	971	1058	1369	1275	885	220	321	200
PBANKA_1349400	PbANKA_13_v3;PbANKA_13_v3;PbANKA_13_v3	1897644;1898662;1899092	1898582;1898959;1899363	+;+;+	1509	228	469	564	107	255	503	792	1290	817	614	653	488	132	176	570	71	153	214	818	1338	681	536	695	426
PBANKA_0105500	PbANKA_01_v3	230049	230699	-	651	175	568	287	501	713	343	668	697	576	425	369	361	377	280	230	484	374	320	377	519	388	190	385	220
PBANKA_1141800	PbANKA_11_v3	1571984	1572268	+	285	33	119	266	621	525	125	268	74	203	20	12	16	450	600	623	818	632	562	273	365	226	11	25	16
PBANKA_0210500	PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3;PbANKA_02_v3	369489;369580;380374;381882;382265	369498;380285;381801;382102;382514	-;-;-;-;-	12615	186	414	370	425	382	273	274	267	475	444	412	236	189	316	319	337	336	300	219	397	165	487	504	537
PBANKA_0812800	PbANKA_08_v3	571039	573873	+	2835	619	816	823	1116	984	949	1169	1297	2220	681	731	474	968	1348	927	1111	1229	768	793	970	616	423	500	416
PBANKA_1014200	PbANKA_10_v3	628547	629767	-	1221	25	62	117	53	49	53	72	100	118	42	99	39	46	65	81	57	74	70	64	94	68	50	61	40
PBANKA_1432000	PbANKA_14_v3	1205780	1206202	-	423	231	609	507	360	511	485	985	790	948	433	409	286	212	263	479	203	204	258	924	1114	728	319	462	349
PBANKA_1209700	PbANKA_12_v3	366014	367813	+	1800	373	884	2547	3775	5233	715	1383	396	717	125	112	103	4632	6787	2360	5795	4795	3687	1420	2017	1617	93	154	175
PBANKA_1122400	PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3;PbANKA_11_v3	830623;830849;831031;831278;831601;831733;831877;832170;832528	830681;830908;831150;831421;831642;831777;831967;832348;832597	-;-;-;-;-;-;-;-;-	810	1115	1984	1883	1902	2682	1773	3677	2178	1925	1652	1408	1278	1994	1747	2576	1728	2155	2289	2719	3111	2560	1146	2136	1396
PBANKA_0703600	PbANKA_07_v3	171379	174600	-	3222	563	588	1755	1640	1552	447	531	364	766	598	502	376	1252	2335	662	2026	1574	983	430	679	379	334	296	571
PBANKA_0316821	PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3;PbANKA_03_v3	589585;589862;590182;590453	589698;590089;590291;590504	-;-;-;-	504	65	96	67	219	182	44	122	169	268	48	42	43	158	173	122	268	193	69	96	142	73	22	40	44
PBANKA_0202100	PbANKA_02_v3	90934	91284	+	351	20	66	38	38	82	21	31	34	23	26	41	29	39	30	17	101	40	33	15	25	20	26	35	36
PBANKA_0001201	PbANKA_00_v3_archived_contig_1;PbANKA_00_v3_archived_contig_1;PbANKA_00_v3_archived_contig_1	34779;34900;35808	34793;35718;35894	+;+;+	921	10	20	9	12	16	19	28	27	12	13	13	11	3	11	5	4	8	3	90	14	13	11	15	12
